scarcity_score,salary_premium_pct,repost_rate_pct,demand_count,median_days_open,log_median_days_open
83.0,103.4,7.8,39,75.0,4.330733340286331
27.6,-5.2,28.6,56,0.0,0.0
21.1,-48.3,25.0,47,0.0,0.0
34.0,35.7,14.5,88,0.0,0.0
35.9,28.0,26.2,108,0.0,0.0
81.1,103.4,8.0,29,38.0,3.6635616461296463
74.9,118.5,5.1,56,14.0,2.70805020110221
28.5,94.1,0.0,99,0.0,0.0
20.3,-7.9,15.4,31,0.0,0.0
35.9,29.5,20.1,69,0.0,0.0
65.3,54.6,11.5,49,2.0,1.0986122886681098
66.2,133.6,0.0,22,28.0,3.367295829986474
55.9,84.7,0.0,48,28.0,3.367295829986474
38.5,62.0,12.4,117,0.0,0.0
47.0,94.1,19.2,160,0.0,0.0
60.9,87.1,0.0,29,36.0,3.6109179126442243
26.3,-33.3,35.2,115,0.0,0.0
36.4,88.7,3.7,39,0.0,0.0
25.5,12.6,17.0,132,0.0,0.0
23.5,27.7,4.7,71,0.0,0.0
29.3,49.7,3.9,38,0.0,0.0
44.1,23.8,7.3,167,0.0,0.0
72.1,57.3,11.3,186,1.0,0.6931471805599453
66.6,18.8,2.4,42,8.0,2.1972245773362196
26.5,-24.8,11.5,227,0.0,0.0
26.7,-41.0,16.0,217,0.0,0.0
48.1,-13.9,0.0,20,19.0,2.995732273553991
33.5,-43.6,0.0,43,3.0,1.3862943611198906
29.6,-5.7,6.6,50,0.0,0.0
32.4,-24.8,21.6,76,0.0,0.0
33.2,-24.8,23.9,30,0.0,0.0
27.1,-9.9,6.8,96,0.0,0.0
59.7,19.4,4.2,177,1.0,0.6931471805599453
34.3,-24.8,28.6,66,0.0,0.0
39.8,35.1,1.8,72,0.0,0.0
26.2,-52.4,24.2,22,0.0,0.0
58.2,0.2,1.6,197,6.0,1.9459101490553132
25.6,-48.9,22.0,124,0.0,0.0
26.6,-27.3,11.8,41,0.0,0.0
68.8,44.2,8.7,18,1.0,0.6931471805599453
60.3,32.7,2.2,20,1.0,0.6931471805599453
40.5,-47.4,0.0,12,23.0,3.1780538303479458
51.0,-39.6,20.6,62,1.0,0.6931471805599453
13.6,-12.4,0.0,17,0.0,0.0
50.3,9.5,0.7,83,1.0,0.6931471805599453
18.5,-43.6,7.1,30,0.0,0.0
59.1,13.4,0.0,26,19.0,2.995732273553991
40.7,-6.0,24.1,93,0.0,0.0
58.6,-8.6,2.5,71,11.0,2.4849066497880004
30.3,-6.1,7.5,960,0.0,0.0
37.4,4.1,9.2,1829,0.0,0.0
50.3,-43.9,11.5,104,5.0,1.791759469228055
67.6,19.4,4.4,137,5.0,1.791759469228055
34.1,9.1,6.6,63,0.0,0.0
21.5,-55.6,20.2,12,0.0,0.0
44.4,69.2,4.0,78,0.0,0.0
44.1,-54.6,6.1,65,6.0,1.9459101490553132
27.2,-32.3,15.1,560,0.0,0.0
44.4,18.8,15.5,261,0.0,0.0
43.0,14.6,13.1,213,0.0,0.0
22.7,9.5,0.0,32,0.0,0.0
34.8,-47.4,4.4,11,1.0,0.6931471805599453
51.5,-9.0,9.1,37,1.0,0.6931471805599453
30.2,-43.6,32.7,56,0.0,0.0
69.4,18.8,3.5,105,19.0,2.995732273553991
48.6,44.9,9.0,163,0.0,0.0
59.0,3.4,5.8,229,2.0,1.0986122886681098
68.8,-4.6,11.8,110,7.0,2.0794415416798357
34.6,-21.0,20.9,36,0.0,0.0
38.1,-5.4,18.1,188,0.0,0.0
39.4,-3.3,18.1,30,0.0,0.0
79.8,18.8,18.8,33,9.0,2.302585092994046
61.7,7.1,2.5,308,2.0,1.0986122886681098
31.7,-5.0,17.6,258,0.0,0.0
26.6,-15.5,16.9,157,0.0,0.0
36.6,19.9,14.9,500,0.0,0.0
42.1,53.8,8.5,28,0.0,0.0
27.5,-25.0,20.6,460,0.0,0.0
31.3,0.3,16.1,108,0.0,0.0
29.6,-31.2,25.5,93,0.0,0.0
78.8,179.0,5.5,25,19.0,2.995732273553991
33.8,-17.5,25.2,420,0.0,0.0
39.6,23.2,15.7,87,0.0,0.0
32.2,10.4,12.4,121,0.0,0.0
31.6,2.4,15.0,440,0.0,0.0
38.1,0.0,22.5,193,0.0,0.0
27.2,-18.0,18.3,39,0.0,0.0
55.3,41.3,27.9,32,0.0,0.0
38.3,38.3,7.5,25,0.0,0.0
34.4,-2.5,19.4,539,0.0,0.0
21.7,-35.0,20.4,207,0.0,0.0
34.5,36.0,3.1,18,0.0,0.0
55.7,16.5,0.0,14,1.0,0.6931471805599453
77.9,70.3,4.5,18,31.0,3.4657359027997265
37.3,4.5,18.5,175,0.0,0.0
25.3,-39.3,26.8,92,0.0,0.0
49.1,40.6,19.6,145,0.0,0.0
30.8,-21.9,24.1,18,0.0,0.0
12.2,-43.0,14.8,47,0.0,0.0
9.4,-35.0,5.5,119,0.0,0.0
52.1,-32.5,16.5,41,1.0,0.6931471805599453
14.3,-19.4,2.1,20,0.0,0.0
36.8,34.9,7.0,351,0.0,0.0
59.7,-13.7,5.7,74,38.0,3.6635616461296463
23.9,-10.0,9.9,1154,0.0,0.0
39.5,13.8,18.1,29,0.0,0.0
45.6,23.2,20.5,23,0.0,0.0
45.5,28.6,19.0,129,0.0,0.0
0.0,-58.5,0.0,10,0.0,0.0
27.7,-29.2,22.0,24,0.0,0.0
34.3,13.6,14.9,55,0.0,0.0
49.2,43.4,18.7,30,0.0,0.0
32.7,-24.0,29.6,379,0.0,0.0
40.8,-21.5,0.0,49,1.0,0.6931471805599453
37.4,1.6,20.1,1080,0.0,0.0
39.5,-35.0,3.6,73,1.0,0.6931471805599453
27.4,13.1,3.6,77,0.0,0.0
41.3,23.2,17.1,101,0.0,0.0
69.5,44.6,0.0,20,31.0,3.4657359027997265
32.8,-40.0,0.0,23,1.0,0.6931471805599453
20.1,-33.8,17.1,64,0.0,0.0
27.4,0.3,11.9,59,0.0,0.0
68.9,30.5,9.2,29,1.0,0.6931471805599453
27.9,-6.7,15.5,327,0.0,0.0
32.9,2.6,15.6,395,0.0,0.0
33.6,-10.3,21.2,1410,0.0,0.0
24.5,-10.3,13.9,653,0.0,0.0
34.1,14.5,12.1,508,0.0,0.0
33.9,-14.5,23.0,185,0.0,0.0
40.3,-35.0,4.0,56,1.0,0.6931471805599453
28.5,-33.8,27.8,44,0.0,0.0
69.4,55.9,4.1,22,1.0,0.6931471805599453
30.1,-8.2,11.3,309,0.0,0.0
30.7,-27.3,29.1,123,0.0,0.0
51.2,-35.5,20.5,72,1.0,0.6931471805599453
34.0,-7.9,17.7,1070,0.0,0.0
25.6,-21.0,17.6,121,0.0,0.0
38.6,-7.9,19.9,899,0.0,0.0
29.5,-23.2,20.4,149,0.0,0.0
25.8,-30.1,27.1,76,0.0,0.0
41.8,168.9,6.2,16,0.0,0.0
35.0,-7.9,18.2,957,0.0,0.0
41.0,3.0,18.4,17,0.0,0.0
32.9,6.8,4.1,60,0.0,0.0
34.8,-19.4,24.6,373,0.0,0.0
27.7,-20.8,18.2,13,0.0,0.0
20.2,-33.5,19.3,335,0.0,0.0
23.5,-35.5,29.1,281,0.0,0.0
39.3,-12.5,27.2,60,0.0,0.0
33.3,-26.3,31.6,69,0.0,0.0
72.2,47.4,4.0,78,9.0,2.302585092994046
44.0,4.5,19.4,136,0.0,0.0
13.9,-30.1,8.9,44,0.0,0.0
21.0,-26.3,14.7,56,0.0,0.0
27.3,-31.0,29.9,66,0.0,0.0
74.3,148.6,0.0,18,54.0,4.007333185232471
31.2,-22.7,22.7,698,0.0,0.0
37.2,-7.9,19.1,412,0.0,0.0
68.5,38.3,6.5,73,1.0,0.6931471805599453
31.1,21.4,1.5,91,0.0,0.0
21.0,-18.1,3.3,22,0.0,0.0
47.2,130.2,17.7,66,0.0,0.0
56.6,-10.8,0.0,20,25.0,3.258096538021482
40.7,-3.6,18.9,65,0.0,0.0
40.9,-14.8,30.0,60,0.0,0.0
63.3,-18.5,16.9,45,4.0,1.6094379124341003
36.3,-7.9,18.9,431,0.0,0.0
17.7,-29.1,13.2,47,0.0,0.0
74.1,52.2,12.5,24,1.0,0.6931471805599453
44.9,-33.7,7.7,18,2.0,1.0986122886681098
42.8,87.7,9.1,13,0.0,0.0
25.0,-39.2,33.9,23,0.0,0.0
32.3,28.6,1.6,41,0.0,0.0
27.0,-28.3,23.9,21,0.0,0.0
28.9,-28.3,27.8,136,0.0,0.0
31.3,-7.9,11.6,205,0.0,0.0
21.6,-12.5,2.2,20,0.0,0.0
33.9,-19.4,23.8,815,0.0,0.0
74.5,44.3,7.7,187,18.0,2.9444389791664403
41.9,-3.3,14.9,921,0.0,0.0
70.4,18.2,8.5,61,13.0,2.6390573296152584
38.8,-12.2,15.4,321,0.0,0.0
35.9,-6.1,10.8,1627,0.0,0.0
37.7,18.1,7.0,34,0.0,0.0
27.6,-37.8,15.2,603,0.0,0.0
53.4,-25.7,28.0,40,1.0,0.6931471805599453
70.2,30.0,1.1,33,45.0,3.828641396489095
30.6,-36.1,17.8,538,0.0,0.0
25.7,-43.2,15.4,531,0.0,0.0
81.5,219.5,6.4,43,54.0,4.007333185232471
34.1,-34.8,20.5,654,0.0,0.0
18.7,-55.6,3.1,99,1.0,0.6931471805599453
56.1,-9.8,3.2,58,25.0,3.258096538021482
59.2,-9.0,0.0,322,61.0,4.127134385045092
62.3,-5.3,4.1,132,41.0,3.7376696182833684
40.9,40.3,6.7,80,0.0,0.0
51.3,71.4,12.5,29,0.0,0.0
6.9,-47.1,2.3,79,0.0,0.0
36.5,-51.0,15.9,479,1.0,0.6931471805599453
52.6,7.1,9.1,121,1.0,0.6931471805599453
80.9,84.6,11.3,114,14.0,2.70805020110221
61.9,6.5,6.2,129,8.0,2.1972245773362196
58.8,6.5,5.7,307,6.0,1.9459101490553132
22.9,-47.1,15.3,73,0.0,0.0
32.3,-58.3,4.8,40,4.0,1.6094379124341003
61.8,18.2,3.0,43,13.0,2.6390573296152584
71.0,50.9,0.0,60,54.0,4.007333185232471
37.2,-43.9,14.9,36,1.0,0.6931471805599453
57.0,-41.8,9.1,28,52.0,3.970291913552122
54.9,-25.5,12.1,633,2.0,1.0986122886681098
46.1,1.1,18.3,781,0.0,0.0
47.7,-25.7,7.2,216,2.0,1.0986122886681098
58.0,30.0,0.8,115,4.0,1.6094379124341003
51.1,-15.1,7.7,144,2.0,1.0986122886681098
49.8,53.0,11.4,22,0.0,0.0
26.2,-50.8,21.6,125,0.0,0.0
40.2,-5.8,14.1,1700,0.0,0.0
26.0,-36.1,12.6,957,0.0,0.0
33.9,-36.1,8.3,38,1.0,0.6931471805599453
66.8,7.1,11.1,225,5.0,1.791759469228055
69.8,-4.9,9.7,373,26.0,3.295836866004329
64.6,11.4,8.4,628,6.0,1.9459101490553132
40.8,-43.8,16.9,187,1.0,0.6931471805599453
43.9,-0.6,4.4,1255,1.0,0.6931471805599453
45.0,3.1,4.5,497,1.0,0.6931471805599453
28.2,-37.9,15.5,65,0.0,0.0
60.4,-12.3,4.8,210,41.0,3.7376696182833684
39.4,-50.3,19.3,202,1.0,0.6931471805599453
40.2,-27.9,8.4,185,1.0,0.6931471805599453
28.4,18.2,0.0,21,0.0,0.0
48.2,-29.0,9.0,493,2.0,1.0986122886681098
37.8,-61.0,21.9,135,1.0,0.6931471805599453
48.7,-6.1,9.7,469,1.0,0.6931471805599453
63.2,14.4,3.9,141,16.0,2.833213344056216
29.3,-29.0,11.9,1623,0.0,0.0
46.0,17.0,14.1,38,0.0,0.0
70.9,34.8,3.6,245,41.0,3.7376696182833684
37.5,-36.1,10.4,1173,1.0,0.6931471805599453
42.6,-42.8,7.1,86,6.0,1.9459101490553132
33.6,-36.1,42.9,11,0.0,0.0
25.9,-43.9,16.8,206,0.0,0.0
50.7,-44.6,9.1,158,36.0,3.6109179126442243
58.2,-29.0,16.2,304,3.0,1.3862943611198906
53.6,-28.6,4.1,213,40.0,3.713572066704308
26.1,-52.1,23.5,12,0.0,0.0
54.9,29.9,8.3,36,1.0,0.6931471805599453
20.1,-32.6,6.2,34,0.0,0.0
59.3,-15.9,5.0,74,41.0,3.7376696182833684
65.1,13.0,4.3,393,23.0,3.1780538303479458
39.7,-15.5,18.9,363,0.0,0.0
33.7,-20.1,12.7,1030,0.0,0.0
43.0,-16.9,8.6,906,1.0,0.6931471805599453
73.7,29.9,13.4,75,6.0,1.9459101490553132
54.8,-12.9,7.2,180,6.0,1.9459101490553132
27.3,-41.8,15.9,30,0.0,0.0
44.6,-6.0,20.9,248,0.0,0.0
44.3,-31.9,14.0,909,1.0,0.6931471805599453
42.5,-41.8,7.0,154,6.0,1.9459101490553132
73.8,65.6,1.9,166,39.0,3.6888794541139363
31.2,0.7,15.0,42,0.0,0.0
40.8,12.7,7.8,69,5.0,1.791759469228055
54.8,22.4,0.0,80,61.0,4.127134385045092
70.4,15.6,11.1,31,61.0,4.127134385045092
60.1,87.8,7.9,115,2.0,1.0986122886681098
48.7,18.1,3.4,93,15.0,2.772588722239781
41.6,7.8,0.0,38,46.0,3.8501476017100584
44.1,18.1,0.0,13,42.0,3.7612001156935624
39.1,51.7,0.0,22,9.0,2.302585092994046
69.5,53.8,4.4,239,25.0,3.258096538021482
50.9,102.8,0.0,13,15.0,2.772588722239781
39.3,28.1,4.7,84,0.0,0.0
46.6,18.1,1.3,115,15.0,2.772588722239781
27.0,18.1,0.0,23,9.0,2.302585092994046
15.0,-13.5,0.0,24,8.0,2.1972245773362196
19.9,11.1,0.0,15,6.0,1.9459101490553132
45.9,43.4,0.0,138,20.0,3.044522437723423
69.8,51.7,4.5,181,36.0,3.6109179126442243
46.3,18.1,5.5,499,9.0,2.302585092994046
36.6,37.1,0.0,18,9.0,2.302585092994046
24.9,-14.7,1.7,102,2.0,1.0986122886681098
30.2,9.9,23.3,222,0.0,0.0
21.3,19.1,2.3,75,0.0,0.0
37.4,20.5,29.7,154,0.0,0.0
37.7,50.5,16.1,74,0.0,0.0
49.5,176.8,11.7,14,0.0,0.0
27.8,46.5,2.7,52,0.0,0.0
31.3,43.9,13.1,108,0.0,0.0
34.2,-38.0,0.0,29,54.0,4.007333185232471
24.4,-26.8,22.1,212,0.0,0.0
58.5,150.2,0.0,14,50.0,3.9318256327243257
59.2,193.0,0.0,26,28.0,3.367295829986474
58.0,108.0,0.0,64,52.0,3.970291913552122
26.5,-26.8,25.0,29,0.0,0.0
49.4,160.7,13.7,59,0.0,0.0
56.6,57.1,4.0,45,26.0,3.295836866004329
32.8,49.4,9.6,55,0.0,0.0
44.2,66.4,21.3,130,0.0,0.0
23.1,-26.8,20.8,227,0.0,0.0
60.5,78.9,4.4,29,14.0,2.70805020110221
50.8,-43.7,15.0,23,54.0,4.007333185232471
48.5,80.2,22.4,102,0.0,0.0
36.5,60.1,9.4,79,0.0,0.0
24.2,19.3,3.4,36,0.0,0.0
66.1,27.1,4.1,213,16.0,2.833213344056216
63.2,16.3,18.6,167,1.0,0.6931471805599453
65.3,37.6,3.7,59,10.0,2.3978952727983707
24.7,-34.3,13.7,284,0.0,0.0
24.3,-44.6,15.5,304,0.0,0.0
59.9,-19.2,14.3,48,19.0,2.995732273553991
9.6,-61.2,2.4,23,0.0,0.0
42.7,3.8,14.4,76,0.0,0.0
33.5,-14.6,12.5,61,0.0,0.0
73.1,45.1,13.2,22,5.0,1.791759469228055
42.2,-14.8,2.8,66,2.0,1.0986122886681098
73.9,26.8,6.0,198,30.0,3.4339872044851463
41.4,-2.1,16.1,56,0.0,0.0
4.4,-36.5,0.0,34,0.0,0.0
25.6,-15.6,9.0,43,0.0,0.0
55.2,3.9,0.6,258,16.0,2.833213344056216
43.3,-62.8,16.9,225,2.0,1.0986122886681098
62.6,27.6,5.6,44,4.0,1.6094379124341003
62.5,18.8,3.5,18,16.0,2.833213344056216
70.5,48.9,7.1,102,9.0,2.302585092994046
25.5,-36.5,1.9,113,1.0,0.6931471805599453
31.9,-15.6,15.9,68,0.0,0.0
49.9,-2.1,10.4,128,1.0,0.6931471805599453
42.8,-15.6,2.9,119,9.0,2.302585092994046
41.4,77.8,1.7,53,0.0,0.0
27.4,-15.4,6.6,1325,0.0,0.0
35.7,-6.7,11.9,1728,0.0,0.0
70.1,10.2,7.5,88,25.0,3.258096538021482
92.4,75.8,13.6,21,75.0,4.330733340286331
29.6,-15.6,0.0,50,2.0,1.0986122886681098
46.5,-30.3,2.7,142,29.0,3.4011973816621555
79.2,12.0,11.1,58,54.0,4.007333185232471
55.8,39.3,24.2,21,0.0,0.0
46.4,-24.5,6.3,64,14.0,2.70805020110221
24.0,-29.4,11.7,738,0.0,0.0
37.8,-68.7,18.3,336,1.0,0.6931471805599453
46.6,-4.9,6.8,346,1.0,0.6931471805599453
16.6,-15.6,1.4,84,0.0,0.0
40.9,-12.4,32.1,11,0.0,0.0
45.8,-2.1,5.7,27,1.0,0.6931471805599453
25.0,-70.0,42.6,109,0.0,0.0
44.1,-22.9,0.0,22,40.0,3.713572066704308
63.7,-9.3,3.9,119,49.0,3.912023005428146
62.7,10.2,9.9,86,9.0,2.302585092994046
40.7,-23.5,3.2,358,8.0,2.1972245773362196
69.1,18.8,2.7,133,44.0,3.8066624897703196
47.9,18.8,16.0,75,0.0,0.0
24.9,-68.7,24.9,221,0.0,0.0
41.0,-9.2,20.4,10,0.0,0.0
30.0,-15.6,14.0,56,0.0,0.0
73.4,37.6,8.7,34,18.0,2.9444389791664403
66.8,46.6,4.2,454,22.0,3.1354942159291497
36.5,-12.0,28.0,367,0.0,0.0
51.8,-36.0,27.4,398,3.0,1.3862943611198906
29.7,-18.8,22.7,730,0.0,0.0
8.6,-42.4,5.4,23,0.0,0.0
31.2,-31.5,30.1,1051,0.0,0.0
48.9,87.9,19.0,98,0.0,0.0
26.5,-32.5,23.1,20,0.0,0.0
77.7,110.8,10.0,28,37.0,3.6375861597263857
41.6,1.5,32.8,207,0.0,0.0
56.4,82.8,0.0,26,3.0,1.3862943611198906
27.6,-31.5,23.1,970,0.0,0.0
36.2,3.9,19.0,270,0.0,0.0
38.9,-40.9,3.9,222,11.0,2.4849066497880004
30.3,-28.9,25.2,580,0.0,0.0
31.8,-13.7,22.7,390,0.0,0.0
51.9,-9.5,16.1,84,1.0,0.6931471805599453
55.4,82.8,43.4,60,0.0,0.0
70.2,119.3,0.0,23,53.0,3.9889840465642745
37.5,-8.6,26.0,1015,0.0,0.0
30.4,-0.9,13.6,221,0.0,0.0
54.7,10.0,6.7,19,5.0,1.791759469228055
45.7,-37.4,6.7,101,31.0,3.4657359027997265
34.9,-14.2,28.8,196,0.0,0.0
40.4,-33.3,14.1,138,1.0,0.6931471805599453
67.8,24.6,34.5,15,1.0,0.6931471805599453
15.6,-42.7,15.8,312,0.0,0.0
57.7,-1.3,23.8,22,1.0,0.6931471805599453
32.2,11.7,10.2,66,0.0,0.0
35.4,24.1,12.9,16,0.0,0.0
34.5,-44.2,4.9,252,6.0,1.9459101490553132
66.5,119.3,0.0,10,31.0,3.4657359027997265
35.7,-44.2,7.3,168,5.0,1.791759469228055
69.8,41.7,20.0,10,2.0,1.0986122886681098
79.1,32.0,16.5,82,54.0,4.007333185232471
24.7,-28.9,15.9,453,0.0,0.0
55.2,35.6,5.8,225,1.0,0.6931471805599453
34.6,19.0,12.6,1235,0.0,0.0
21.5,-32.5,15.3,27,0.0,0.0
35.2,-13.7,28.6,192,0.0,0.0
59.5,28.2,1.3,66,9.0,2.302585092994046
27.7,-10.6,13.6,40,0.0,0.0
32.4,15.3,8.3,81,0.0,0.0
45.5,119.3,11.8,54,0.0,0.0
19.8,-41.6,20.6,716,0.0,0.0
66.5,69.1,0.0,56,54.0,4.007333185232471
30.7,-13.7,20.1,1752,0.0,0.0
68.1,-34.0,33.8,114,61.0,4.127134385045092
61.4,39.5,6.9,55,2.0,1.0986122886681098
51.3,76.8,25.0,20,0.0,0.0
20.1,-18.8,6.8,117,0.0,0.0
40.0,-39.1,4.3,77,11.0,2.4849066497880004
23.4,-39.1,24.0,211,0.0,0.0
48.0,-15.7,6.3,71,6.0,1.9459101490553132
66.0,32.5,11.4,29,6.0,1.9459101490553132
34.2,10.7,14.3,722,0.0,0.0
29.9,-39.1,4.7,653,1.0,0.6931471805599453
28.6,-22.9,21.8,2502,0.0,0.0
30.2,-8.6,14.5,1260,0.0,0.0
35.3,30.9,7.6,560,0.0,0.0
65.2,110.8,4.5,39,5.0,1.791759469228055
57.5,14.7,16.0,378,1.0,0.6931471805599453
68.6,-34.0,39.4,92,61.0,4.127134385045092
36.5,1.5,21.8,178,0.0,0.0
71.4,54.8,1.7,91,16.0,2.833213344056216
39.3,-15.6,19.2,292,0.0,0.0
42.6,-14.4,21.1,146,0.0,0.0
70.4,42.4,10.4,61,1.0,0.6931471805599453
40.1,-5.7,18.1,1077,0.0,0.0
62.6,-1.0,8.9,113,1.0,0.6931471805599453
32.3,-17.8,15.7,997,0.0,0.0
22.9,-41.1,21.0,112,0.0,0.0
36.2,-20.2,36.3,186,0.0,0.0
39.3,-15.3,18.8,1221,0.0,0.0
49.3,-28.5,3.5,86,16.0,2.833213344056216
37.3,6.7,5.3,75,0.0,0.0
31.2,-18.0,17.5,468,0.0,0.0
73.4,0.7,14.3,26,15.0,2.772588722239781
23.1,-20.2,7.9,96,0.0,0.0
22.0,-24.2,11.7,361,0.0,0.0
35.9,-17.8,20.5,340,0.0,0.0
37.7,-55.3,6.6,27,1.0,0.6931471805599453
30.3,-24.2,21.8,63,0.0,0.0
34.7,-22.2,29.3,41,0.0,0.0
39.4,-53.5,2.3,128,2.0,1.0986122886681098
40.9,4.2,12.8,152,0.0,0.0
21.8,-39.5,18.9,37,0.0,0.0
30.2,-32.9,38.2,108,0.0,0.0
30.4,-18.0,16.3,47,0.0,0.0
72.0,127.3,0.0,18,54.0,4.007333185232471
33.8,-17.8,17.8,539,0.0,0.0
41.1,-15.8,22.2,300,0.0,0.0
78.0,127.3,13.0,86,9.0,2.302585092994046
33.3,6.7,1.2,149,0.0,0.0
55.5,-33.4,37.2,52,1.0,0.6931471805599453
46.9,127.3,13.3,64,0.0,0.0
28.8,-24.2,20.8,75,0.0,0.0
29.7,-18.0,14.8,433,0.0,0.0
18.2,-36.9,13.6,28,0.0,0.0
37.3,2.5,9.1,10,0.0,0.0
30.7,-25.8,27.1,27,0.0,0.0
45.4,17.5,13.8,44,0.0,0.0
10.4,-23.7,0.0,10,0.0,0.0
47.9,12.8,18.3,183,0.0,0.0
34.7,-4.7,9.8,202,0.0,0.0
27.6,-33.4,29.6,122,0.0,0.0
36.7,-17.8,20.9,859,0.0,0.0
36.5,-3.9,11.5,38,0.0,0.0
67.8,47.7,3.9,356,22.0,3.1354942159291497
40.6,0.4,12.3,1473,0.0,0.0
56.2,-41.6,14.2,165,22.0,3.1354942159291497
65.3,41.5,1.1,30,29.0,3.4011973816621555
29.2,-29.3,9.7,1147,0.0,0.0
48.9,-17.1,2.4,75,19.0,2.995732273553991
54.0,7.6,8.2,2633,2.0,1.0986122886681098
66.6,-12.8,8.3,71,31.0,3.4657359027997265
37.1,-30.5,12.5,1078,1.0,0.6931471805599453
28.4,-45.5,10.7,47,1.0,0.6931471805599453
74.7,25.8,5.3,71,46.0,3.8501476017100584
25.4,-49.1,14.3,780,0.0,0.0
48.4,16.8,9.8,579,1.0,0.6931471805599453
80.5,64.3,3.9,48,48.0,3.8918202981106265
40.6,-26.8,15.4,1264,1.0,0.6931471805599453
34.0,-57.1,6.6,204,6.0,1.9459101490553132
55.1,-0.8,5.0,114,14.0,2.70805020110221
69.9,88.7,0.0,17,44.0,3.8066624897703196
74.3,46.3,1.1,417,61.0,4.127134385045092
74.4,54.6,4.3,265,25.0,3.258096538021482
32.0,-38.2,10.4,154,1.0,0.6931471805599453
79.9,97.5,9.6,35,18.0,2.9444389791664403
16.0,-34.3,2.9,54,0.0,0.0
28.5,-60.5,14.4,793,1.0,0.6931471805599453
58.5,52.3,3.8,233,3.0,1.3862943611198906
55.4,-23.6,4.8,280,28.0,3.367295829986474
46.4,-4.3,4.0,243,6.0,1.9459101490553132
33.8,-41.3,3.6,379,6.0,1.9459101490553132
22.3,-34.3,6.0,117,0.0,0.0
52.5,26.9,2.8,72,6.0,1.9459101490553132
14.5,-45.5,2.4,70,1.0,0.6931471805599453
53.1,-27.9,8.7,1081,11.0,2.4849066497880004
47.6,1.4,14.4,1213,1.0,0.6931471805599453
53.4,-18.1,6.3,347,15.0,2.772588722239781
60.8,29.8,2.9,389,16.0,2.833213344056216
54.4,16.0,6.7,573,2.0,1.0986122886681098
65.7,48.0,8.2,101,6.0,1.9459101490553132
76.2,51.5,6.5,254,23.0,3.1780538303479458
47.4,6.3,12.5,2782,1.0,0.6931471805599453
39.4,-24.8,12.7,1770,1.0,0.6931471805599453
20.8,-38.2,3.7,59,1.0,0.6931471805599453
66.8,41.5,10.5,367,6.0,1.9459101490553132
68.6,43.1,5.1,763,22.0,3.1354942159291497
72.0,20.2,5.8,1171,37.0,3.6375861597263857
15.5,-43.4,1.6,33,1.0,0.6931471805599453
46.7,-5.9,18.5,180,1.0,0.6931471805599453
29.5,3.5,4.0,2904,0.0,0.0
43.6,10.9,7.5,808,1.0,0.6931471805599453
30.3,-33.3,11.1,124,0.0,0.0
53.4,-43.2,5.8,261,44.0,3.8066624897703196
50.9,25.7,10.3,370,1.0,0.6931471805599453
38.5,-31.5,15.2,335,1.0,0.6931471805599453
35.4,4.7,7.1,23,0.0,0.0
44.7,-28.9,6.8,1473,6.0,1.9459101490553132
24.5,-62.2,10.2,106,1.0,0.6931471805599453
57.0,17.9,6.2,749,6.0,1.9459101490553132
21.7,-15.9,2.1,11,0.0,0.0
36.2,-41.6,0.0,54,23.0,3.1780538303479458
74.4,9.3,6.4,114,54.0,4.007333185232471
60.7,54.6,4.0,259,6.0,1.9459101490553132
41.1,-17.1,11.7,2525,1.0,0.6931471805599453
56.3,-43.7,29.7,58,22.0,3.1354942159291497
70.5,30.9,8.2,211,18.0,2.9444389791664403
35.7,-23.6,9.6,2146,1.0,0.6931471805599453
42.3,-8.3,2.3,191,6.0,1.9459101490553132
31.1,-38.2,18.6,36,0.0,0.0
44.4,-12.3,13.2,389,1.0,0.6931471805599453
77.2,54.6,5.3,357,30.0,3.4339872044851463
80.9,43.1,7.1,319,47.0,3.871201010907891
78.8,10.9,8.8,207,58.0,4.07753744390572
56.8,-43.7,73.5,29,22.0,3.1354942159291497
17.9,-38.2,2.1,37,1.0,0.6931471805599453
25.8,-51.9,10.1,36,1.0,0.6931471805599453
47.4,-56.7,4.9,117,41.0,3.7376696182833684
73.8,52.3,3.0,619,38.0,3.6635616461296463
38.7,-17.3,22.1,482,0.0,0.0
54.6,7.2,9.4,1839,2.0,1.0986122886681098
43.8,10.9,7.8,1770,1.0,0.6931471805599453
57.8,20.2,0.0,37,30.0,3.4339872044851463
42.3,-17.8,5.7,174,2.0,1.0986122886681098
63.0,23.6,9.7,402,6.0,1.9459101490553132
53.6,-43.7,31.4,48,14.0,2.70805020110221
51.1,-17.1,9.2,564,6.0,1.9459101490553132
49.5,-21.6,10.8,1771,2.0,1.0986122886681098
30.5,-51.9,4.1,194,6.0,1.9459101490553132
81.8,55.5,1.2,331,43.0,3.784189633918261
23.5,-49.5,16.8,187,0.0,0.0
28.6,46.6,0.0,16,15.0,2.772588722239781
52.2,49.5,10.2,72,3.0,1.3862943611198906
56.6,49.6,0.0,12,44.0,3.8066624897703196
46.1,59.4,0.0,47,15.0,2.772588722239781
33.0,35.5,11.4,28,0.0,0.0
40.6,17.0,7.5,363,15.0,2.772588722239781
35.1,-14.1,0.0,74,46.0,3.8501476017100584
18.0,30.4,0.0,21,9.0,2.302585092994046
40.3,49.6,0.8,48,0.0,0.0
23.0,45.1,0.0,21,9.0,2.302585092994046
