snapshot_date,category,skill_name,demand_count,demand_pct,median_days_open,salary_premium_pct,repost_rate_pct,scarcity_score
2026-07-14,data,Data Visualization,121,2.0,0.0,10.4,12.4,32.2
2026-07-14,data,Databricks,440,7.1,0.0,2.4,15.0,31.6
2026-07-14,data,dbt,193,3.1,0.0,0.0,22.5,38.1
2026-07-14,data,Deep Learning,39,0.6,0.0,-18.0,18.3,27.2
2026-07-14,data,Docker,32,0.5,0.0,41.3,27.9,55.3
2026-07-14,data,DynamoDB,16,0.3,0.0,,24.1,34.1
2026-07-14,data,Elasticsearch,25,0.4,0.0,38.3,7.5,38.3
2026-07-14,data,ETL,539,8.7,0.0,-2.5,19.4,34.4
2026-07-14,data,Excel,207,3.4,0.0,-35.0,20.4,21.7
2026-07-14,data,Fivetran,18,0.3,0.0,36.0,3.1,34.5
2026-07-14,data,Flask,14,0.2,1.0,16.5,0.0,55.7
2026-07-14,data,Flink,18,0.3,31.0,70.3,4.5,77.9
2026-07-14,data,GCP,175,2.8,0.0,4.5,18.5,37.3
2026-07-14,data,Git,92,1.5,0.0,-39.3,26.8,25.3
2026-07-14,data,Hugging Face,13,0.2,,,0.0,0.0
2026-07-14,data,Java,145,2.3,0.0,40.6,19.6,49.1
2026-07-14,data,JavaScript,18,0.3,0.0,-21.9,24.1,30.8
2026-07-14,data,Jira,47,0.8,0.0,-43.0,14.8,12.2
2026-07-14,data,Kafka,119,1.9,0.0,-35.0,5.5,9.4
2026-07-14,data,Kotlin,12,0.2,31.0,,0.0,57.5
2026-07-14,data,Kubernetes,41,0.7,1.0,-32.5,16.5,52.1
2026-07-14,data,Linux,20,0.3,0.0,-19.4,2.1,14.3
2026-07-14,data,LLMs / GenAI,351,5.7,0.0,34.9,7.0,36.8
2026-07-14,data,Looker,74,1.2,38.0,-13.7,5.7,59.7
2026-07-14,data,Machine Learning,1154,18.7,0.0,-10.0,9.9,23.9
2026-07-14,data,Microsoft Fabric,37,0.6,,20.0,0.0,42.1
2026-07-14,data,MLflow,54,0.9,45.0,,0.0,61.5
2026-07-14,data,MongoDB,29,0.5,0.0,13.8,18.1,39.5
2026-07-14,data,MySQL,23,0.4,0.0,23.2,20.5,45.6
2026-07-14,data,NLP,129,2.1,0.0,28.6,19.0,45.5
2026-07-14,data,Node.js,10,0.2,0.0,-58.5,0.0,0.0
2026-07-14,data,NumPy,24,0.4,0.0,-29.2,22.0,27.7
2026-07-14,data,Pandas,55,0.9,0.0,13.6,14.9,34.3
2026-07-14,data,PostgreSQL,30,0.5,0.0,43.4,18.7,49.2
2026-07-14,data,Power BI,379,6.1,0.0,-24.0,29.6,32.7
2026-07-14,data,Prototyping,49,0.8,1.0,-21.5,0.0,40.8
2026-07-14,data,Python,1080,17.5,0.0,1.6,20.1,37.4
2026-07-14,data,PyTorch,73,1.2,1.0,-35.0,3.6,39.5
2026-07-14,data,RAG,77,1.2,0.0,13.1,3.6,27.4
2026-07-14,data,Redshift,101,1.6,0.0,23.2,17.1,41.3
2026-07-14,data,Ruby,20,0.3,31.0,44.6,0.0,69.5
2026-07-14,data,SageMaker,23,0.4,1.0,-40.0,0.0,32.8
2026-07-14,data,Salesforce,31,0.5,,49.3,16.1,77.9
2026-07-14,data,Scala,64,1.0,0.0,-33.8,17.1,20.1
2026-07-14,data,scikit-learn,59,1.0,0.0,0.3,11.9,27.4
2026-07-14,data,Segment,29,0.5,1.0,30.5,9.2,68.9
2026-07-14,data,SIEM,11,0.2,,,0.0,0.0
2026-07-14,data,Snowflake,327,5.3,0.0,-6.7,15.5,27.9
2026-07-14,data,Spark,395,6.4,0.0,2.6,15.6,32.9
2026-07-14,data,SQL,1410,22.8,0.0,-10.3,21.2,33.6
2026-07-14,data,Stakeholder Mgmt,653,10.6,0.0,-10.3,13.9,24.5
2026-07-14,data,Statistical Analysis,508,8.2,0.0,14.5,12.1,34.1
2026-07-14,data,Tableau,185,3.0,0.0,-14.5,23.0,33.9
2026-07-14,data,TensorFlow,56,0.9,1.0,-35.0,4.0,40.3
2026-07-14,data,Terraform,44,0.7,0.0,-33.8,27.8,28.5
2026-07-14,data,Trino,18,0.3,,,22.2,84.5
2026-07-14,data,TypeScript,13,0.2,0.0,,0.0,0.0
2026-07-14,devops,A/B Testing,22,0.7,1.0,55.9,4.1,69.4
2026-07-14,devops,Agile / Scrum,309,9.2,0.0,-8.2,11.3,30.1
2026-07-14,devops,AI Agents,50,1.5,,,2.0,14.5
2026-07-14,devops,Ansible,123,3.7,0.0,-27.3,29.1,30.7
2026-07-14,devops,ArgoCD,72,2.1,1.0,-35.5,20.5,51.2
2026-07-14,devops,AWS,1070,31.8,0.0,-7.9,17.7,34.0
2026-07-14,devops,AWS Security,121,3.6,0.0,-21.0,17.6,25.6
2026-07-14,devops,Azure,899,26.7,0.0,-7.9,19.9,38.6
2026-07-14,devops,Bash,149,4.4,0.0,-23.2,20.4,29.5
2026-07-14,devops,C#,76,2.3,0.0,-30.1,27.1,25.8
2026-07-14,devops,C++,16,0.5,0.0,168.9,6.2,41.8
2026-07-14,devops,CI/CD,957,28.4,0.0,-7.9,18.2,35.0
2026-07-14,devops,Databricks,17,0.5,0.0,3.0,18.4,41.0
2026-07-14,devops,Datadog,60,1.8,0.0,6.8,4.1,32.9
2026-07-14,devops,dbt,71,2.1,,-26.3,2.7,22.2
2026-07-14,devops,Docker,373,11.1,0.0,-19.4,24.6,34.8
2026-07-14,devops,Elasticsearch,13,0.4,0.0,-20.8,18.2,27.7
2026-07-14,devops,Excel,33,1.0,0.0,,7.7,12.6
2026-07-14,devops,Fivetran,22,0.7,47.0,,0.0,60.3
2026-07-14,devops,Flask,12,0.4,,20.7,0.0,46.2
2026-07-14,devops,GCP,335,9.9,0.0,-33.5,19.3,20.2
2026-07-14,devops,Git,281,8.3,0.0,-35.5,29.1,23.5
2026-07-14,devops,Grafana,60,1.8,0.0,-12.5,27.2,39.3
2026-07-14,devops,Helm,69,2.0,0.0,-26.3,31.6,33.3
2026-07-14,devops,Incident Response,78,2.3,9.0,47.4,4.0,72.2
2026-07-14,devops,Java,136,4.0,0.0,4.5,19.4,44.0
2026-07-14,devops,JavaScript,44,1.3,0.0,-30.1,8.9,13.9
2026-07-14,devops,Jira,56,1.7,0.0,-26.3,14.7,21.0
2026-07-14,devops,Kafka,66,2.0,0.0,-31.0,29.9,27.3
2026-07-14,devops,Kotlin,18,0.5,54.0,148.6,0.0,74.3
2026-07-14,devops,Kubernetes,698,20.7,0.0,-22.7,22.7,31.2
2026-07-14,devops,Linux,412,12.2,0.0,-7.9,19.1,37.2
2026-07-14,devops,LLMs / GenAI,73,2.2,1.0,38.3,6.5,68.5
2026-07-14,devops,Machine Learning,91,2.7,0.0,21.4,1.5,31.1
2026-07-14,devops,Microservices,22,0.7,0.0,-18.1,3.3,21.0
2026-07-14,devops,MongoDB,66,2.0,0.0,130.2,17.7,47.2
2026-07-14,devops,MySQL,20,0.6,25.0,-10.8,0.0,56.6
2026-07-14,devops,Node.js,11,0.3,26.0,,7.3,71.0
2026-07-14,devops,Oracle,13,0.4,,,0.0,0.0
2026-07-14,devops,PostgreSQL,65,1.9,0.0,-3.6,18.9,40.7
2026-07-14,devops,Prometheus,60,1.8,0.0,-14.8,30.0,40.9
2026-07-14,devops,Pulumi,45,1.3,4.0,-18.5,16.9,63.3
2026-07-14,devops,Python,431,12.8,0.0,-7.9,18.9,36.3
2026-07-14,devops,React,47,1.4,0.0,-29.1,13.2,17.7
2026-07-14,devops,Ruby,24,0.7,1.0,52.2,12.5,74.1
2026-07-14,devops,Rust,18,0.5,2.0,-33.7,7.7,44.9
2026-07-14,devops,Scala,10,0.3,10.0,,0.0,56.7
2026-07-14,devops,Segment,13,0.4,0.0,87.7,9.1,42.8
2026-07-14,devops,SIEM,23,0.7,0.0,-39.2,33.9,25.0
2026-07-14,devops,Snowflake,41,1.2,0.0,28.6,1.6,32.3
2026-07-14,devops,Spark,21,0.6,0.0,-28.3,23.9,27.0
2026-07-14,devops,SQL,136,4.0,0.0,-28.3,27.8,28.9
2026-07-14,devops,Stakeholder Mgmt,205,6.1,0.0,-7.9,11.6,31.3
2026-07-14,devops,System Design,20,0.6,0.0,-12.5,2.2,21.6
2026-07-14,devops,Terraform,815,24.2,0.0,-19.4,23.8,33.9
2026-07-14,devops,TypeScript,35,1.0,0.0,,8.1,14.0
2026-07-14,engineering,A/B Testing,187,2.3,18.0,44.3,7.7,74.5
2026-07-14,engineering,Agile / Scrum,921,11.2,0.0,-3.3,14.9,41.9
2026-07-14,engineering,AI Agents,345,4.2,,49.7,4.1,63.8
2026-07-14,engineering,AI Coding Tools,88,1.1,,-36.1,10.2,39.1
2026-07-14,engineering,Airflow,61,0.7,13.0,18.2,8.5,70.4
2026-07-14,engineering,Angular,321,3.9,0.0,-12.2,15.4,38.8
2026-07-14,engineering,Apache Iceberg,40,0.5,,,0.0,0.0
2026-07-14,engineering,AWS,1627,19.7,0.0,-6.1,10.8,35.9
2026-07-14,engineering,AWS Security,34,0.4,0.0,18.1,7.0,37.7
2026-07-14,engineering,Azure,603,7.3,0.0,-37.8,15.2,27.6
2026-07-14,engineering,Bash,40,0.5,1.0,-25.7,28.0,53.4
2026-07-14,engineering,BigQuery,33,0.4,45.0,30.0,1.1,70.2
2026-07-14,engineering,C#,538,6.5,0.0,-36.1,17.8,30.6
2026-07-14,engineering,C++,531,6.4,0.0,-43.2,15.4,25.7
2026-07-14,engineering,Cassandra,43,0.5,54.0,219.5,6.4,81.5
2026-07-14,engineering,CI/CD,654,7.9,0.0,-34.8,20.5,34.1
2026-07-14,engineering,ClickHouse,16,0.2,,-34.0,6.2,32.8
2026-07-14,engineering,Data Modeling,99,1.2,1.0,-55.6,3.1,18.7
2026-07-14,engineering,Data Pipeline,58,0.7,25.0,-9.8,3.2,56.1
2026-07-14,engineering,Databricks,322,3.9,61.0,-9.0,0.0,59.2
2026-07-14,engineering,Datadog,132,1.6,41.0,-5.3,4.1,62.3
2026-07-14,engineering,dbt,80,1.0,0.0,40.3,6.7,40.9
2026-07-14,engineering,Deep Learning,29,0.4,0.0,71.4,12.5,51.3
2026-07-14,engineering,Django,79,1.0,0.0,-47.1,2.3,6.9
2026-07-14,engineering,Docker,479,5.8,1.0,-51.0,15.9,36.5
2026-07-14,engineering,DynamoDB,121,1.5,1.0,7.1,9.1,52.6
2026-07-14,engineering,Elasticsearch,114,1.4,14.0,84.6,11.3,80.9
2026-07-14,engineering,ETL,129,1.6,8.0,6.5,6.2,61.9
2026-07-14,engineering,Excel,307,3.7,6.0,6.5,5.7,58.8
2026-07-14,engineering,FastAPI,73,0.9,0.0,-47.1,15.3,22.9
2026-07-14,engineering,Figma,40,0.5,4.0,-58.3,4.8,32.3
2026-07-14,engineering,Fine-tuning,43,0.5,13.0,18.2,3.0,61.8
2026-07-14,engineering,Fivetran,60,0.7,54.0,50.9,0.0,71.0
2026-07-14,engineering,Flask,36,0.4,1.0,-43.9,14.9,37.2
2026-07-14,engineering,Flink,28,0.3,52.0,-41.8,9.1,57.0
2026-07-14,engineering,GCP,633,7.7,2.0,-25.5,12.1,54.9
2026-07-14,engineering,Git,781,9.5,0.0,1.1,18.3,46.1
2026-07-14,engineering,Go,216,2.6,2.0,-25.7,7.2,47.7
2026-07-14,engineering,Grafana,115,1.4,4.0,30.0,0.8,58.0
2026-07-14,engineering,GraphQL,144,1.7,2.0,-15.1,7.7,51.1
2026-07-14,engineering,Helm,22,0.3,0.0,53.0,11.4,49.8
2026-07-14,engineering,Incident Response,125,1.5,0.0,-50.8,21.6,26.2
2026-07-14,engineering,Java,1700,20.6,0.0,-5.8,14.1,40.2
2026-07-14,engineering,JavaScript,957,11.6,0.0,-36.1,12.6,26.0
2026-07-14,engineering,Jira,38,0.5,1.0,-36.1,8.3,33.9
2026-07-14,engineering,Kafka,225,2.7,5.0,7.1,11.1,66.8
2026-07-14,engineering,Kotlin,373,4.5,26.0,-4.9,9.7,69.8
2026-07-14,engineering,Kubernetes,628,7.6,6.0,11.4,8.4,64.6
2026-07-14,engineering,LangChain,31,0.4,1.0,,9.4,42.8
2026-07-14,engineering,Linear,21,0.3,,48.5,0.0,54.2
2026-07-14,engineering,Linux,187,2.3,1.0,-43.8,16.9,40.8
2026-07-14,engineering,LLM APIs,17,0.2,,,0.0,0.0
2026-07-14,engineering,LLMs / GenAI,1255,15.2,1.0,-0.6,4.4,43.9
2026-07-14,engineering,Machine Learning,497,6.0,1.0,3.1,4.5,45.0
2026-07-14,engineering,MCP,19,0.2,,,21.1,93.9
2026-07-14,engineering,Microservices,65,0.8,0.0,-37.9,15.5,28.2
2026-07-14,engineering,MLflow,271,3.3,61.0,,0.0,60.1
2026-07-14,engineering,MongoDB,210,2.5,41.0,-12.3,4.8,60.4
2026-07-14,engineering,MySQL,202,2.5,1.0,-50.3,19.3,39.4
2026-07-14,engineering,Next.js,185,2.2,1.0,-27.9,8.4,40.2
2026-07-14,engineering,NLP,21,0.3,0.0,18.2,0.0,28.4
2026-07-14,engineering,Node.js,493,6.0,2.0,-29.0,9.0,48.2
2026-07-14,engineering,PHP,135,1.6,1.0,-61.0,21.9,37.8
2026-07-14,engineering,PostgreSQL,469,5.7,1.0,-6.1,9.7,48.7
2026-07-14,engineering,Prometheus,44,0.5,54.0,,2.1,63.0
2026-07-14,engineering,Prompt Engineering,18,0.2,,,22.2,96.9
2026-07-14,engineering,Prototyping,141,1.7,16.0,14.4,3.9,63.2
2026-07-14,engineering,Pulumi,11,0.1,,,0.0,0.0
2026-07-14,engineering,Python,1623,19.7,0.0,-29.0,11.9,29.3
2026-07-14,engineering,PyTorch,38,0.5,0.0,17.0,14.1,46.0
2026-07-14,engineering,RAG,245,3.0,41.0,34.8,3.6,70.9
2026-07-14,engineering,React,1173,14.2,1.0,-36.1,10.4,37.5
2026-07-14,engineering,Redis,86,1.0,6.0,-42.8,7.1,42.6
2026-07-14,engineering,Redshift,11,0.1,0.0,-36.1,42.9,33.6
2026-07-14,engineering,REST API,206,2.5,0.0,-43.9,16.8,25.9
2026-07-14,engineering,Ruby,158,1.9,36.0,-44.6,9.1,50.7
2026-07-14,engineering,Rust,304,3.7,3.0,-29.0,16.2,58.2
2026-07-14,engineering,Salesforce,29,0.4,,-53.9,3.4,9.7
2026-07-14,engineering,Scala,213,2.6,40.0,-28.6,4.1,53.6
2026-07-14,engineering,scikit-learn,12,0.1,0.0,-52.1,23.5,26.1
2026-07-14,engineering,Segment,36,0.4,1.0,29.9,8.3,54.9
2026-07-14,engineering,SIEM,34,0.4,0.0,-32.6,6.2,20.1
2026-07-14,engineering,Snowflake,74,0.9,41.0,-15.9,5.0,59.3
2026-07-14,engineering,Spark,393,4.8,23.0,13.0,4.3,65.1
2026-07-14,engineering,Spring,363,4.4,0.0,-15.5,18.9,39.7
2026-07-14,engineering,SQL,1030,12.5,0.0,-20.1,12.7,33.7
2026-07-14,engineering,Stakeholder Mgmt,906,11.0,1.0,-16.9,8.6,43.0
2026-07-14,engineering,Statistical Analysis,20,0.2,39.0,,0.0,52.0
2026-07-14,engineering,Swift,75,0.9,6.0,29.9,13.4,73.7
2026-07-14,engineering,System Design,180,2.2,6.0,-12.9,7.2,54.8
2026-07-14,engineering,Tableau,13,0.2,,-9.7,0.0,33.0
2026-07-14,engineering,TensorFlow,30,0.4,0.0,-41.8,15.9,27.3
2026-07-14,engineering,Terraform,248,3.0,0.0,-6.0,20.9,44.6
2026-07-14,engineering,Trino,24,0.3,,,4.2,24.5
2026-07-14,engineering,TypeScript,909,11.0,1.0,-31.9,14.0,44.3
2026-07-14,engineering,User Research,13,0.2,64.0,,0.0,61.5
2026-07-14,engineering,Vector Databases,34,0.4,,,11.8,65.3
2026-07-14,engineering,Vue,154,1.9,6.0,-41.8,7.0,42.5
2026-07-14,engineering,Workday,15,0.2,,,6.7,36.7
2026-07-14,product,A/B Testing,166,10.5,39.0,65.6,1.9,73.8
2026-07-14,product,Agile / Scrum,42,2.6,0.0,0.7,15.0,31.2
2026-07-14,product,AI Agents,134,8.4,,102.8,3.0,82.1
2026-07-14,product,AI Coding Tools,40,2.5,,,0.0,0.0
2026-07-14,product,Angular,14,0.9,,-25.7,60.0,40.8
2026-07-14,product,AWS,69,4.4,5.0,12.7,7.8,40.8
2026-07-14,product,Azure,44,2.8,0.0,,14.0,36.1
2026-07-14,product,C#,10,0.6,,-25.7,64.3,41.7
2026-07-14,product,CI/CD,19,1.2,75.0,,0.0,59.8
2026-07-14,product,Data Modeling,16,1.0,,51.7,0.0,42.2
2026-07-14,product,Data Visualization,17,1.1,,,0.0,0.0
2026-07-14,product,Databricks,115,7.3,8.0,,0.0,17.6
2026-07-14,product,Datadog,80,5.0,61.0,22.4,0.0,54.8
2026-07-14,product,dbt,42,2.6,,28.5,0.0,36.2
2026-07-14,product,Elasticsearch,32,2.0,31.0,,7.8,70.7
2026-07-14,product,ETL,31,2.0,61.0,15.6,11.1,70.4
2026-07-14,product,Excel,115,7.3,2.0,87.8,7.9,60.1
2026-07-14,product,Figma,93,5.9,15.0,18.1,3.4,48.7
2026-07-14,product,Fine-tuning,14,0.9,1.0,,9.9,41.5
2026-07-14,product,Fivetran,38,2.4,46.0,7.8,0.0,41.6
2026-07-14,product,GCP,26,1.6,45.0,,0.0,49.2
2026-07-14,product,Git,30,1.9,0.0,,0.0,0.0
2026-07-14,product,JavaScript,13,0.8,42.0,18.1,0.0,44.1
2026-07-14,product,Jira,22,1.4,9.0,51.7,0.0,39.1
2026-07-14,product,Kubernetes,11,0.7,75.0,,0.0,59.8
2026-07-14,product,LangChain,13,0.8,,,0.0,0.0
2026-07-14,product,LLMs / GenAI,239,15.1,25.0,53.8,4.4,69.5
2026-07-14,product,Looker,13,0.8,15.0,102.8,0.0,50.9
2026-07-14,product,Machine Learning,84,5.3,0.0,28.1,4.7,39.3
2026-07-14,product,MCP,15,0.9,,,0.0,0.0
2026-07-14,product,MLflow,106,6.7,46.0,,0.0,51.0
2026-07-14,product,MongoDB,15,0.9,40.0,,0.0,43.9
2026-07-14,product,Node.js,13,0.8,40.0,,0.0,43.9
2026-07-14,product,Prompt Engineering,13,0.8,,,0.0,0.0
2026-07-14,product,Prototyping,115,7.3,15.0,18.1,1.3,46.6
2026-07-14,product,Python,64,4.0,1.0,,5.7,37.5
2026-07-14,product,RAG,42,2.6,68.0,,7.7,89.3
2026-07-14,product,React,23,1.5,9.0,18.1,0.0,27.0
2026-07-14,product,Ruby,12,0.8,26.0,,0.0,36.9
2026-07-14,product,Salesforce,10,0.6,,102.8,0.0,54.3
2026-07-14,product,SIEM,24,1.5,8.0,-13.5,0.0,15.0
2026-07-14,product,Snowflake,15,0.9,6.0,11.1,0.0,19.9
2026-07-14,product,Spark,138,8.7,20.0,43.4,0.0,45.9
2026-07-14,product,SQL,181,11.4,36.0,51.7,4.5,69.8
2026-07-14,product,Stakeholder Mgmt,499,31.5,9.0,18.1,5.5,46.3
2026-07-14,product,System Design,18,1.1,9.0,37.1,0.0,36.6
2026-07-14,product,Tableau,13,0.8,,-11.5,0.0,8.1
2026-07-14,product,User Research,102,6.4,2.0,-14.7,1.7,24.9
2026-07-14,product,Workday,10,0.6,,-11.5,0.0,8.1
2026-07-14,security,AI Agents,57,4.1,,17.8,0.0,14.6
2026-07-14,security,AI Coding Tools,14,1.0,,,0.0,0.0
2026-07-14,security,AWS,222,15.9,0.0,9.9,23.3,30.2
2026-07-14,security,AWS Security,75,5.4,0.0,19.1,2.3,21.3
2026-07-14,security,Azure,154,11.0,0.0,20.5,29.7,37.4
2026-07-14,security,Burp Suite,10,0.7,31.0,,0.0,39.1
2026-07-14,security,CI/CD,74,5.3,0.0,50.5,16.1,37.7
2026-07-14,security,CISSP,14,1.0,0.0,176.8,11.7,49.5
2026-07-14,security,Databricks,23,1.6,68.0,,0.0,57.8
2026-07-14,security,Datadog,33,2.4,50.0,,0.0,42.9
2026-07-14,security,Docker,52,3.7,0.0,46.5,2.7,27.8
2026-07-14,security,Excel,26,1.9,0.0,,18.0,29.9
2026-07-14,security,GCP,108,7.7,0.0,43.9,13.1,31.3
2026-07-14,security,Git,29,2.1,54.0,-38.0,0.0,34.2
2026-07-14,security,Incident Response,212,15.2,0.0,-26.8,22.1,24.4
2026-07-14,security,Java,14,1.0,50.0,150.2,0.0,58.5
2026-07-14,security,JavaScript,26,1.9,28.0,193.0,0.0,59.2
2026-07-14,security,Jira,12,0.9,42.0,,0.0,41.0
2026-07-14,security,Kubernetes,64,4.6,52.0,108.0,0.0,58.0
2026-07-14,security,Linux,29,2.1,0.0,-26.8,25.0,26.5
2026-07-14,security,LLMs / GenAI,59,4.2,0.0,160.7,13.7,49.4
2026-07-14,security,Machine Learning,45,3.2,26.0,57.1,4.0,56.6
2026-07-14,security,MLflow,21,1.5,68.0,,0.0,57.8
2026-07-14,security,OWASP,22,1.6,54.0,,0.0,50.3
2026-07-14,security,Penetration Testing,55,3.9,0.0,49.4,9.6,32.8
2026-07-14,security,Python,130,9.3,0.0,66.4,21.3,44.2
2026-07-14,security,Ruby,13,0.9,0.0,,37.7,38.5
2026-07-14,security,Rust,21,1.5,61.0,,0.0,55.9
2026-07-14,security,SIEM,227,16.3,0.0,-26.8,20.8,23.1
2026-07-14,security,SOC 2,29,2.1,14.0,78.9,4.4,60.5
2026-07-14,security,Spark,34,2.4,68.0,,0.0,57.8
2026-07-14,security,SQL,23,1.6,54.0,-43.7,15.0,50.8
2026-07-14,security,Stakeholder Mgmt,102,7.3,0.0,80.2,22.4,48.5
2026-07-14,security,System Design,13,0.9,,143.4,0.0,48.6
2026-07-14,security,Terraform,79,5.7,0.0,60.1,9.4,36.5
2026-07-14,security,TypeScript,20,1.4,52.0,,0.0,46.6
2026-07-14,security,Zero Trust,36,2.6,0.0,19.3,3.4,24.2
2026-07-15,ai,A/B Testing,213,7.5,16.0,27.1,4.1,66.1
2026-07-15,ai,Agile / Scrum,167,5.9,1.0,16.3,18.6,63.2
2026-07-15,ai,AI Agents,287,10.1,,2.2,4.9,53.5
2026-07-15,ai,AI Coding Tools,18,0.6,,37.6,0.0,50.0
2026-07-15,ai,Airflow,59,2.1,10.0,37.6,3.7,65.3
2026-07-15,ai,AWS,284,10.0,0.0,-34.3,13.7,24.7
2026-07-15,ai,Azure,304,10.7,0.0,-44.6,15.5,24.3
2026-07-15,ai,BigQuery,48,1.7,19.0,-19.2,14.3,59.9
2026-07-15,ai,C#,23,0.8,0.0,-61.2,2.4,9.6
2026-07-15,ai,C++,76,2.7,0.0,3.8,14.4,42.7
2026-07-15,ai,CI/CD,61,2.1,0.0,-14.6,12.5,33.5
2026-07-15,ai,Data Modeling,22,0.8,5.0,45.1,13.2,73.1
2026-07-15,ai,Data Visualization,11,0.4,0.0,,0.0,0.0
2026-07-15,ai,Databricks,66,2.3,2.0,-14.8,2.8,42.2
2026-07-15,ai,Datadog,84,2.9,74.0,,0.0,60.6
2026-07-15,ai,Deep Learning,198,6.9,30.0,26.8,6.0,73.9
2026-07-15,ai,Docker,56,2.0,0.0,-2.1,16.1,41.4
2026-07-15,ai,Elasticsearch,34,1.2,0.0,-36.5,0.0,4.4
2026-07-15,ai,ETL,12,0.4,,-57.6,0.0,5.2
2026-07-15,ai,Excel,72,2.5,2.0,,1.2,37.8
2026-07-15,ai,FastAPI,43,1.5,0.0,-15.6,9.0,25.6
2026-07-15,ai,Fine-tuning,258,9.0,16.0,3.9,0.6,55.2
2026-07-15,ai,GCP,225,7.9,2.0,-62.8,16.9,43.3
2026-07-15,ai,Git,44,1.5,4.0,27.6,5.6,62.6
2026-07-15,ai,Go,18,0.6,16.0,18.8,3.5,62.5
2026-07-15,ai,GraphQL,10,0.4,,75.8,0.0,56.2
2026-07-15,ai,Hugging Face,102,3.6,9.0,48.9,7.1,70.5
2026-07-15,ai,Incident Response,25,0.9,18.0,,0.0,44.4
2026-07-15,ai,Java,113,4.0,1.0,-36.5,1.9,25.5
2026-07-15,ai,JavaScript,68,2.4,0.0,-15.6,15.9,31.9
2026-07-15,ai,Kafka,51,1.8,19.0,,5.5,63.6
2026-07-15,ai,Kubernetes,128,4.5,1.0,-2.1,10.4,49.9
2026-07-15,ai,LangChain,119,4.2,9.0,-15.6,2.9,42.8
2026-07-15,ai,Linux,53,1.9,0.0,77.8,1.7,41.4
2026-07-15,ai,LLMs / GenAI,1325,46.4,0.0,-15.4,6.6,27.4
2026-07-15,ai,Machine Learning,1728,60.6,0.0,-6.7,11.9,35.7
2026-07-15,ai,MLflow,88,3.1,25.0,10.2,7.5,70.1
2026-07-15,ai,MongoDB,21,0.7,75.0,75.8,13.6,92.4
2026-07-15,ai,Next.js,50,1.8,2.0,-15.6,0.0,29.6
2026-07-15,ai,NLP,142,5.0,29.0,-30.3,2.7,46.5
2026-07-15,ai,Node.js,58,2.0,54.0,12.0,11.1,79.2
2026-07-15,ai,Pandas,38,1.3,47.0,,15.6,87.7
2026-07-15,ai,PostgreSQL,21,0.7,0.0,39.3,24.2,55.8
2026-07-15,ai,Prompt Engineering,87,3.0,,2.2,0.0,35.4
2026-07-15,ai,Prototyping,64,2.2,14.0,-24.5,6.3,46.4
2026-07-15,ai,Python,738,25.9,0.0,-29.4,11.7,24.0
2026-07-15,ai,PyTorch,336,11.8,1.0,-68.7,18.3,37.8
2026-07-15,ai,RAG,346,12.1,1.0,-4.9,6.8,46.6
2026-07-15,ai,React,84,2.9,0.0,-15.6,1.4,16.6
2026-07-15,ai,Redis,11,0.4,1.0,,10.5,47.5
2026-07-15,ai,REST API,11,0.4,0.0,-12.4,32.1,40.9
2026-07-15,ai,Ruby,10,0.4,22.0,,0.0,48.4
2026-07-15,ai,Rust,22,0.8,54.0,,0.0,57.5
2026-07-15,ai,SageMaker,27,0.9,1.0,-2.1,5.7,45.8
2026-07-15,ai,Salesforce,39,1.4,,-24.5,10.3,38.6
2026-07-15,ai,Scala,27,0.9,61.0,,0.0,59.5
2026-07-15,ai,scikit-learn,109,3.8,0.0,-70.0,42.6,25.0
2026-07-15,ai,Snowflake,22,0.8,40.0,-22.9,0.0,44.1
2026-07-15,ai,Spark,119,4.2,49.0,-9.3,3.9,63.7
2026-07-15,ai,SQL,86,3.0,9.0,10.2,9.9,62.7
2026-07-15,ai,Stakeholder Mgmt,358,12.5,8.0,-23.5,3.2,40.7
2026-07-15,ai,Statistical Analysis,133,4.7,44.0,18.8,2.7,69.1
2026-07-15,ai,System Design,75,2.6,0.0,18.8,16.0,47.9
2026-07-15,ai,TensorFlow,221,7.7,0.0,-68.7,24.9,24.9
2026-07-15,ai,Terraform,10,0.4,0.0,-9.2,20.4,41.0
2026-07-15,ai,TypeScript,56,2.0,0.0,-15.6,14.0,30.0
2026-07-15,ai,vLLM,14,0.5,31.0,,0.0,52.4
2026-07-15,ai,XGBoost,34,1.2,18.0,37.6,8.7,73.4
2026-07-15,data,A/B Testing,454,6.2,22.0,46.6,4.2,66.8
2026-07-15,data,Agile / Scrum,367,5.0,0.0,-12.0,28.0,36.5
2026-07-15,data,AI Agents,156,2.1,,71.4,5.8,62.6
2026-07-15,data,AI Coding Tools,58,0.8,,,1.7,18.0
2026-07-15,data,Airflow,398,5.4,3.0,-36.0,27.4,51.8
2026-07-15,data,Amplitude,16,0.2,,,0.0,0.0
2026-07-15,data,Apache Iceberg,36,0.5,,,13.9,51.7
2026-07-15,data,AWS,730,10.0,0.0,-18.8,22.7,29.7
2026-07-15,data,AWS Security,23,0.3,0.0,-42.4,5.4,8.6
2026-07-15,data,Azure,1051,14.4,0.0,-31.5,30.1,31.2
2026-07-15,data,BigQuery,98,1.3,0.0,87.9,19.0,48.9
2026-07-15,data,C#,20,0.3,0.0,-32.5,23.1,26.5
